audio_filepath,text,primary_language
audio/281474976888156_f2040_chunk_6.wav,take part and celebrate with each other,Maithili
audio/281474976888917_f3178_chunk_1.wav,celebrate but some unique cultural traditions or festivals that we celebrate in our district,Nepali
audio/281474976893089_f3150_chunk_0.wav,Can you discuss any singing goals or aspirations you have for the future?,Marathi
audio/281474976894934_f1676_chunk_3.wav,1964,Malayalam
audio/281474976897459_f2145_chunk_14.wav,Dibrugarh and Taspur town,Bodo
audio/281474976890945_f3168_chunk_1.wav,"Museum of Goa, time 10 to 5 pm, located at Patopanjim, exhibits Goan artifacts which includes paintings.",Konkani
audio/281474976891411_f2041_chunk_1.wav,Hint,Malayalam
audio/281474976886817_f1675_chunk_1.wav,internet,Tamil
audio/281474976896935_f1040_chunk_0.wav,Help,Gujarati
audio/281474976887698_f2175_chunk_5.wav,humorous elements in it make me revisit this book over and over again.,Gujarati
audio/281474976894267_f3266_chunk_2.wav,Private schools provide employment to a lot of youngsters,Kashmiri
audio/281474976901593_f2328_chunk_0.wav,Agree,Maithili
audio/281474976898625_f1744_chunk_0.wav,In present scenario,Bengali
audio/281474976886820_f2271_chunk_1.wav,"but now the awareness among the people was increasing a lot that we have to support the local businesses too, because that is important, very much important for the economy to grow and flourish",Tamil
audio/281474976883943_f2231_chunk_9.wav,and formulate a way of bringing them to fulfillment,Malayalam
audio/281474976893755_f1559_chunk_0.wav,Learn,Punjabi
audio/281474976895434_f1887_chunk_9.wav,increasing at a rapid speed that leads to the deforestation and the massive destruction of forest We,Konkani
audio/281474976893966_f246_chunk_0.wav,Six,Telugu
audio/281474976901603_f2233_chunk_2.wav,"used to make compost from waste, from green waste and recycle those things and reuse and I believe in the",Maithili
audio/281474976893083_f3149_chunk_0.wav,Can you speak 5 person names from your neighborhood?,Marathi
audio/281474976896568_f2336_chunk_0.wav,Six,Tamil
audio/281474976894750_f2538_chunk_0.wav,Check if this UPI id 646420,Nepali
audio/281474976885800_f1683_chunk_8.wav,and interested parents can send their children there,Kannada
audio/281474976897060_f686_chunk_0.wav,She is the recipient of several accolades including a Filmfare Award.,Hindi
audio/281474976890945_f3168_chunk_0.wav,"Kerkar Art Gallery, time 9 to 5 pm, located at Pillar near the Saligaon Industrial Estate.",Konkani
audio/281474976887171_f3278_chunk_6.wav,"So in order to bring all these back, in order to promote our cultural aspects, our cultural",Malayalam
audio/281474976901573_f1444_chunk_0.wav,Are there any ESIC Centres in state Tripura,Maithili
audio/281474976894943_f1785_chunk_4.wav,"Ocherakali is celebrated in commemoration of the battle of Kayangulam which was fought between the Maharaja of Travancore, Marthanda Varma and the Raja of Kayangulam on the plains of Ochera temple",Malayalam
audio/281474976900601_f3334_chunk_5.wav,"It also brings upon the social, economic, political reforms and developments too.",Urdu
audio/281474976894301_f1075_chunk_0.wav,Happy,Bengali
audio/281474976893981_f269_chunk_0.wav,Disagree,Telugu
audio/281474976893915_f2228_chunk_7.wav,as annual festival since the last five years in a grand way,Bodo
audio/281474976894795_f2258_chunk_19.wav,the celebration of Losar predates Buddhism in Tibet and can be traced back to the pre-Buddhist born period.,Nepali
audio/281474976901670_f1976_chunk_2.wav,"But nowadays, this has not become a problem. Water or the rivers or the tanks and lakes have not been the place of the populous places",Kannada
audio/281474976897396_f2171_chunk_9.wav,install a kind of,Odia
audio/281474976909273_f3319_chunk_0.wav,My favorite character is dhania in novel Godan because he because he  is hardworking and honest man.,Punjabi
audio/281474976894336_f2182_chunk_0.wav,"My district in my state has been improved economically over the years. Still, there are some poorer sections of the society who are below the poverty level. But there is a section who are growing with time and contributes the most in the urban economy. So, if I say the whole thing, my district is mostly poor in the rural economy, but it's growing with time in the urban section.",Bengali
audio/281474976902186_f1899_chunk_2.wav,when I went there I was spellbound,Urdu
audio/281474976894271_f3141_chunk_14.wav,Cultural events are also held in these gardens for people to come and enjoy.,Kashmiri
audio/281474976901776_f1000_chunk_0.wav,Tree,Assamese
audio/281474976897071_f2873_chunk_0.wav,Reorder Milk Ma Brown Bread with same quantity mentioned in the last order.,Hindi
audio/281474976888918_f3208_chunk_5.wav,"has a story to tell, never blame other people for your problem, and so on. The end.",Nepali
audio/281474976887212_f3245_chunk_2.wav,We have taken road trips to many places of South India till now and each trip has been equally,Konkani
audio/281474976894934_f1676_chunk_0.wav,7123,Malayalam
audio/281474976883946_f1999_chunk_10.wav,These are about Montessori school If we talk about traditional school,Malayalam
audio/281474976888162_f3165_chunk_0.wav,"Unfortunately, I have not read any English book translated in Maithili
.",Maithili
audio/281474976895416_f1586_chunk_0.wav,Off,Konkani
audio/281474976884097_f461_chunk_0.wav,hey i'd like you to order burger,Marathi
audio/281474976888124_f2530_chunk_0.wav,"Consider a software program that might help you prepare a personal financial statement, such as Microsoft Money or Quicken.",Maithili
audio/281474976896704_f3123_chunk_1.wav,"Railways, buses, trains, taxis, flights, auto rickshaws.",Telugu
audio/281474976891461_f1216_chunk_0.wav,"Despite the film's poor performance at the box office, Kher won his second Filmfare Best Comedian Award for his performance",Kashmiri
audio/281474976895620_f1137_chunk_0.wav,No,Assamese
audio/281474976890753_f3300_chunk_1.wav,and which has caused so much of soil erosion and other natural climatic change in the district I guess and further damaging the forest resources,Dogri
audio/281474976884631_f2005_chunk_4.wav,to buy their medicines at very lower prices,Kannada
audio/281474976889220_f3112_chunk_28.wav,for all communities.,Urdu
audio/281474976885793_f2091_chunk_1.wav,It's locally known as Bhakri,Kannada
audio/281474976884635_f3269_chunk_7.wav,The region was ruled over by Adil Shahis of Bijapur and Keladi Nayakas as well for a brief period in history.,Kannada
audio/281474976883998_f2011_chunk_2.wav,"For example, in English there is only singular and plural Whereas in Sanskrit and Arabic there is singular, plural and for two members also",Gujarati
audio/281474976892333_f3244_chunk_6.wav,This was way back in November 2020.,Dogri
audio/281474976895156_f2963_chunk_0.wav,Candies delivered yesterday had expired.,Malayalam
audio/281474976885520_f1686_chunk_1.wav,Yugaadi and Sankranti. I think they reflect,Kannada
audio/281474976898387_f2202_chunk_1.wav,I feel it is difficult for me.,Tamil
audio/281474976893642_f2096_chunk_3.wav,And they have I think they have some moral values with that colleges they follow,Malayalam
audio/281474976897000_f2147_chunk_2.wav,Victoria Memorial,Bengali
audio/281474976887658_f3219_chunk_3.wav,This was one of the challenges we faced.,Konkani
audio/281474976884044_f1919_chunk_5.wav,and told the,Hindi
audio/281474976887147_f1017_chunk_0.wav,"Along with Fresho Signature Parmesan Cheese Snack Sticks, please also remove Dettol Shaving Cream, Desi Utthana diabetes herbal tea, and Chings Paneer Chilli Masala.",Malayalam
audio/281474976884089_f3114_chunk_4.wav,and for news and media to be broadcast in English has come up.,Hindi
audio/281474976888871_f2232_chunk_9.wav,and second a,Nepali
audio/281474976893169_f3301_chunk_1.wav,from a particular from favorite book.,Odia
audio/281474976897401_f3148_chunk_8.wav,so it definitely influences parts of our language,Odia
audio/281474976888914_f3259_chunk_7.wav,"As a music, people loves and like the sports everywhere in the world. Different kinds of sports used to play all over the world, everyone knows.",Nepali
audio/281474976906794_f3277_chunk_0.wav,"What are the main challenges and opportunities facing young people in your district in terms of education, employment and leadership, youth development, skill building and entrepreneurship?",Assamese
audio/281474976883849_f1707_chunk_4.wav,about how to be successful and how to earn money as well as a position in the society.,Nepali
audio/281474976901161_f2108_chunk_0.wav,Mithilanchal is mainly famous for its Makhana and fish industry.,Maithili
audio/281474976897627_f942_chunk_0.wav,Yes,Tamil
audio/281474976893846_f3264_chunk_0.wav,"To increase the representation of Indian art, an artist in the world should",Bodo
audio/281474976885510_f2092_chunk_2.wav,Chamraj Nagar,Kannada
audio/281474976886973_f655_chunk_0.wav,Please show me the reciept of my Electricity bill.,Telugu
audio/281474976884039_f1853_chunk_2.wav,"and although there is a lot of intermixing going on in the last few years, but still in, I would say in the remote interior areas, this may not be the case.",Hindi
audio/281474976896961_f902_chunk_2.wav,AICTE in the academic year 2018 - 2019,Bengali
audio/281474976884635_f3269_chunk_5.wav,kingdom was weakened and the district came under the rule of Vijayanagara Empire,Kannada
audio/281474976901756_f3081_chunk_0.wav,Block the ONGC Holdings from my account.,Assamese
audio/281474976884636_f1757_chunk_6.wav,and then SDM College of Ayurveda,Kannada
audio/281474976893724_f3273_chunk_2.wav,"Sikna Jehelau, a freedom fighter, fought against the British by hiding in a forest,",Bodo
audio/281474976886823_f1784_chunk_0.wav,"English language is the upper hand language. Of course in India, not only in India, mostly everywhere in the world.",Tamil
audio/281474976903180_f2344_chunk_0.wav,touch the mute button,Tamil
audio/281474976884022_f1285_chunk_0.wav,Please enter your MPIN to finish your vaccine registration for mobile number 61592106157,Hindi
audio/281474976895770_f3061_chunk_0.wav,Five,Telugu
audio/281474976894756_f343_chunk_0.wav,Show a list of ESIC Centres in State Rajasthan.,Nepali
audio/281474976887095_f1159_chunk_0.wav,make the room blue,Telugu
audio/281474976886854_f3037_chunk_0.wav,Can you tell me whether the UPI transaction to Wahida is successful?,Tamil
audio/281474976889162_f2971_chunk_0.wav,Show the list of all vaccination center around PIN-Code 687434,Dogri
audio/281474976894315_f1069_chunk_0.wav,Previous,Bengali
audio/281474976897400_f1737_chunk_3.wav,odia,Odia
audio/281474976884044_f1919_chunk_12.wav,And this I have seen with my own eyes,Hindi
audio/281474976898127_f1984_chunk_5.wav,And when we go to any local place and we can also ask the localites what are the famous things that,Odia
audio/281474976901110_f1608_chunk_0.wav,remind me to read book next week,Maithili
audio/281474976884044_f1919_chunk_28.wav,so all in all these,Hindi
audio/281474976893725_f2178_chunk_0.wav,"English language plays a major role in education system in this state. Not only in our state, especially in higher education, our curriculum is mostly based on English language.",Bodo
audio/281474976886900_f2733_chunk_0.wav,got lesser quantity of Keya Elbow Pasta than mentioned on your website,Tamil
audio/281474976884085_f3239_chunk_12.wav,"you're also born into a community because of the place you live in,",Hindi
audio/281474976888873_f2272_chunk_18.wav,"but it is like a seedling of corn, maize and",Nepali
audio/281474976893847_f2044_chunk_5.wav,It is one of the eight principals in eight principles classical Indian dance traditions.,Bodo
audio/281474976893593_f2761_chunk_0.wav,I want to replace Sneha Select Spicy Chicken Wings by 45 sachets,Malayalam
audio/281474976888202_f2192_chunk_2.wav,"It shifted the base from classroom learning to technology-enabled online learning along with a host of other changes like changes in examination pattern, vaccine distribution, school code closures, etc.",Punjabi
audio/281474976889296_f1847_chunk_4.wav,Krishnakant,Urdu
audio/281474976893798_f1053_chunk_0.wav,what time is it,Bodo
audio/281474976884478_f2191_chunk_44.wav,"everything set up in English and major research, as I have already said",Malayalam
audio/281474976893593_f1420_chunk_1.wav,Chai Point Rusk Cake,Malayalam
audio/281474976899968_f3125_chunk_5.wav,On the other hand chura dahi chini that would literally translate as beaten rice with curd and sugar is a sweet dish and is very popular in mithilanchal region.,Maithili
audio/281474976896708_f946_chunk_0.wav,"Artists or patent-holders can and will ask for proof of sales, use, and payments.",Sindhi
audio/281474976895630_f1136_chunk_0.wav,Off,Assamese
audio/281474976895186_f1368_chunk_0.wav,Tree,Malayalam
audio/281474976894798_f3171_chunk_2.wav,"Now, the government has also started teaching in English medium from primary level.",Nepali
audio/281474976888156_f2040_chunk_10.wav,With all these we celebrate important life events and milestones,Maithili
audio/281474976897334_f504_chunk_0.wav,Go,Punjabi
audio/281474976901608_f2023_chunk_15.wav,to spread awareness about the government schemes and all,Maithili
audio/281474976893174_f1860_chunk_10.wav,is to raise questions in the assembly and,Odia
audio/281474976897398_f3281_chunk_7.wav,"doing nothing, getting idle and staying at home.",Odia
audio/281474976887169_f3260_chunk_6.wav,"the Greek and Roman mythology, the way that he retells it to make it seem as if they are",Malayalam
audio/281474976884637_f2218_chunk_6.wav,English has become an inseparable part of life and,Kannada
audio/281474976884206_f2893_chunk_0.wav,Are there any Paid vaccination centres which provide Booster Dose of COVISHIELD,Telugu
audio/281474976894789_f2128_chunk_1.wav,"There, There is something which pulls me towards that book which makes me read again and again and again is the kind of connection I feel with her stories.",Nepali
audio/281474976899703_f2791_chunk_0.wav,volume level,Konkani
audio/281474976893046_f2126_chunk_1.wav,and how are they used in the local economy and cuisine,Marathi
audio/281474976884627_f3339_chunk_11.wav,eat seasonal fruits and use these flowers for worshipping and so on.,Kannada
audio/281474976884089_f1894_chunk_7.wav,television system,Hindi
audio/281474976895307_f679_chunk_0.wav,Yes,Kashmiri
audio/281474976899578_f2277_chunk_4.wav,method.,Bengali
audio/281474976888868_f2236_chunk_0.wav,Technology has impacted the entertainment scene in our state not only in our state but almost all over the world,Nepali
audio/281474976899971_f2245_chunk_2.wav,The second one and very famous temple is Kali temple that is inside the premises of that Darbhanga Fort. Apart from them there are two museums.,Maithili
audio/281474976894795_f2258_chunk_14.wav,Chaite Dasain Chaite Dasain regarded as the second Dasain which falls around March-April month for every year.,Nepali
audio/281474976897307_f3234_chunk_23.wav,"with the cottony clouds spread all over the sky,",Bengali
audio/281474976902174_f2505_chunk_0.wav,Four,Urdu
audio/281474976883837_f2398_chunk_0.wav,Enlist all the ESIC Centres located in state Kerala which offer,Nepali
audio/281474976889235_f1527_chunk_0.wav,search if the restaurant does take out,Urdu
audio/281474976902180_f1739_chunk_0.wav,Maharashtra,Urdu
audio/281474976894227_f2830_chunk_0.wav,Pay Rs. 500 more to the last scanned QR code,Kashmiri
audio/281474976888205_f1855_chunk_2.wav,The city is also a major agricultural hub for different kinds of produce,Punjabi
audio/281474976886867_f1856_chunk_1.wav,the band or the accompanist to play for some time. And I also have an eye contact with the accompanist so that he knows what line I'm going to sing next,Tamil
audio/281474976888154_f2008_chunk_1.wav,I like the shoe because it has the right kind of cushion at the sole,Maithili
audio/281474976885771_f1380_chunk_0.wav,"The items Pediasure Complete Balanced Nutrition Powder , Raw Pressery Almond Milk and TRESemme Thick & Full Shampoo from cart are out of stock",Kannada
audio/281474976900652_f1824_chunk_9.wav,through all these means,Urdu
audio/281474976884478_f2191_chunk_4.wav,heated debates,Malayalam
audio/281474976894795_f2258_chunk_21.wav,Other festival is Pohela Boishakh. Nepali New Year is celebrated in Kalingpon by taking out big processions around the town.,Nepali
audio/281474976888630_f3289_chunk_9.wav,I could not do that as my profession was in chemistry and chemical engineering.,Kannada
audio/281474976899473_f1089_chunk_0.wav,I am unable to add a bank account to my Google Pay,Tamil
audio/281474976896925_f1045_chunk_0.wav,Zero,Gujarati
audio/281474976892267_f1008_chunk_0.wav,Which products of Sri Sri Tattva have discount offers this week?,Maithili
audio/281474976884266_f1681_chunk_3.wav,compared to physical CDs,Tamil
audio/281474976901135_f241_chunk_0.wav,House,Maithili
audio/281474976897396_f2171_chunk_4.wav,which then have to be managed. This entire situation has to be managed in a secular manner by the,Odia
audio/281474976900652_f1824_chunk_2.wav,It can be through books,Urdu
audio/281474976894790_f3203_chunk_0.wav,My all-time favorite book is Thirukkural written by Thiruvallabh.,Nepali
audio/281474976894268_f1720_chunk_9.wav,Apart from this,Kashmiri
audio/281474976883943_f2231_chunk_21.wav,Challenges are everywhere and there is no need to feel depressed when faced with a greater challenge,Malayalam
audio/281474976888917_f3178_chunk_25.wav,Mangar used to dance in their traditional dress and sing and play their traditional,Nepali
audio/281474976897615_f278_chunk_0.wav,Can you show recommendation on Seafoods ?,Tamil
audio/281474976883863_f915_chunk_0.wav,Chaturdashi is the 14th day of the lunar fortnight.,Marathi
audio/281474976884079_f3215_chunk_2.wav,"in this world is perfect, nothing in this lifetime is forever, that everybody who starts",Hindi
audio/281474976893795_f1051_chunk_0.wav,They range from the one-day road race,Bodo
audio/281474976899581_f1864_chunk_5.wav,women and minorities.,Bengali
audio/281474976887171_f3278_chunk_1.wav,traditional cultural values without you know compromising or giving way to what is,Malayalam
audio/281474976884089_f3114_chunk_0.wav,I believe the English language is represented more in the media and the education system,Hindi
audio/281474976909256_f3053_chunk_0.wav,House,Punjabi
audio/281474976900649_f2513_chunk_0.wav,Backward,Urdu
audio/281474976888880_f2545_chunk_0.wav,"With the coming of the Mughals, this dance form received a new impetus.",Nepali
audio/281474976887200_f2709_chunk_0.wav,Can you help in searching for ESIC Centres located in area with pincode 198753,Konkani
audio/281474976897467_f750_chunk_0.wav,"In this ceremony, along with cutting and shaving hair, Vedic mantras and prayers are chanted by trained priests, acharyas, and rishikumaras.",Sindhi
audio/281474976889197_f2785_chunk_0.wav,Is it possible to return product Mirinda Orange Soft Drink,Urdu
audio/281474976884356_f1978_chunk_2.wav,"We left it around 6.30 in the morning and got back only by 5.00, 5.30",Tamil
audio/281474976888917_f3178_chunk_35.wav,"This kind of festival helps to preserve our culture, lifestyle and heritage.",Nepali
audio/281474976934164_f3025_chunk_0.wav,Next,Assamese
audio/281474976894274_f2214_chunk_7.wav,"among those who stood at the first, second and third position in these competitions",Kashmiri
audio/281474976893075_f2114_chunk_2.wav,"Now, learning English will always help us to study the resource material",Marathi
audio/281474976893135_f511_chunk_0.wav,what is the news from source,Assamese
audio/281474976897499_f674_chunk_0.wav,Down,Sindhi
audio/281474976888132_f831_chunk_0.wav,"I want to add 3 boxes Hari Darshan Sai Mogra Agarbatti and 5 pieces Trueware Durable Stylus Serving Casserole to my shopping list. Additionally, also add 1.6 L Vidavance Advanced Nutrition For Diabetes , 2 packets B Vishal Polka Dotted Eye Mask also.",Maithili
audio/281474976887153_f1024_chunk_0.wav,Can you add my Uttar Bihar Gramin Bank Credit card to the list of my payments method on Snapdeal?,Malayalam
audio/281474976899488_f2695_chunk_0.wav,Left,Tamil
audio/281474976897459_f2145_chunk_11.wav,The natural lovers can easily access to these places,Bodo
audio/281474976899538_f2815_chunk_0.wav,I want to know the balance in my Odisha Gramya Bank account.,Bengali
audio/281474976888864_f2163_chunk_13.wav,"dhania and all that, we just cook it in a simple manner",Nepali
audio/281474976883999_f1277_chunk_0.wav,"According to various reports, around 700 thousand students are due to take the exams, whose results are expected to be declared a month later from July 22",Hindi
audio/281474976895883_f326_chunk_0.wav,Off,Malayalam
audio/281474976897892_f1712_chunk_1.wav,especially when you play against a computer.,Telugu
audio/281474976896131_f3249_chunk_0.wav,"Karnataka, Madhya Pradesh, Tamil Nadu, Kerala, Gujarat",Kannada
audio/281474976883849_f1707_chunk_2.wav,This book has affected the way I used to,Nepali
audio/281474976895429_f2104_chunk_5.wav,"Vietnam have lot to offer for tourist from the cuisine to the spa, massage centers.",Konkani
audio/281474976893643_f1922_chunk_5.wav,"those basic needs, the government makes sure that they have that basic needs. That is a nice initiative from the government.",Malayalam
audio/281474976888185_f315_chunk_1.wav,providing COVOVAX for people of age 18+ years,Punjabi
audio/281474976891542_f1907_chunk_0.wav,Our government is using technology and online learning.,Telugu
audio/281474976885853_f1858_chunk_0.wav,"24 February 1996, 19 January 2000, 17 January 1994, 2 February 2006, 23 March 1995.",Assamese
audio/281474976897396_f2171_chunk_3.wav,but the missionary activities that happen sometimes invoke reactions from the Hindu groups,Odia
audio/281474976885518_f2036_chunk_2.wav,based on,Kannada
audio/281474976884631_f2005_chunk_0.wav,The health care situation in our state has improved by many folds in the past few years,Kannada
audio/281474976925448_f2917_chunk_0.wav,If grass shoots are not available then cotton buds can be used.,Kannada
audio/281474976892338_f2196_chunk_6.wav,"can't accommodate more than people. Overall, my state needs more improvement on health care facilities.",Dogri
audio/281474976894801_f1301_chunk_0.wav,Agree,Malayalam
audio/281474976883994_f3251_chunk_4.wav,And the third is never speak ill of anybody and do not make presumptions about them because everybody may have different conditions when they performed certain activity or certain task,Gujarati
audio/281474976897062_f3058_chunk_0.wav,"Each composition is set with specific notes and beats, but performers improvise extensively.",Hindi
audio/281474976896670_f3007_chunk_0.wav,Four,Telugu
audio/281474976896770_f3298_chunk_1.wav,"I used to study in Sindhi medium school, where the level of the English language was low,",Sindhi
audio/281474976888156_f2040_chunk_7.wav,there is a,Maithili
audio/281474976883958_f1031_chunk_0.wav,please add event in calendar,Gujarati
audio/281474976893912_f2185_chunk_18.wav,proved to have the highest rate of recovery success all over the world,Bodo
audio/281474976895116_f1210_chunk_0.wav,Zero,Bengali
audio/281474976897517_f2194_chunk_4.wav,Udaipur,Sindhi
audio/281474976888909_f3258_chunk_12.wav,"When I read this statement, it touched my heart rapidly.",Nepali
audio/281474976895375_f1577_chunk_0.wav,Asia's first hydroelectric plant (built-in 1902) was on the left falls and supplied power to the city of Bangalore.,Konkani
audio/281474976903903_f3117_chunk_0.wav,"Yeah, I do.",Nepali
audio/281474976888913_f3176_chunk_1.wav,landmarks in our state that visitors can explore.,Nepali
audio/281474976899968_f3125_chunk_1.wav,While liti chokha is a spicy cuisine,Maithili
audio/281474976897875_f1664_chunk_0.wav,Go,Telugu
audio/281474976895185_f1361_chunk_0.wav,Visual,Malayalam
audio/281474976903906_f3261_chunk_6.wav,"and wearing shoes with socks,",Nepali
audio/281474976901137_f77_chunk_0.wav,Cat,Maithili
audio/281474976893848_f3250_chunk_13.wav,Food fests are also organized in the festival,Bodo
audio/281474976889308_f1930_chunk_0.wav,Bihar is one of the states which is most varied in cultural and social differences.,Urdu
audio/281474976886872_f2204_chunk_2.wav,"There is this go-karting and laser tag and also the trampoline park and wall climbing adventures available. People can, they are not very difficult",Tamil
audio/281474976888917_f3178_chunk_31.wav,"And some Muslims people also celebrate their festival like Idul Fitr, Idul Adha and other",Nepali
audio/281474976887704_f3204_chunk_2.wav,"but in Gujarat, the very famous Kankaria indoor stadium, which",Gujarati
audio/281474976894273_f3279_chunk_1.wav,"There are also others that I like, but these four are the most important.",Kashmiri
audio/281474976886788_f806_chunk_0.wav,how is the weather where i am,Tamil
audio/281474976884637_f2218_chunk_13.wav,coping up with this,Kannada
audio/281474976893919_f1400_chunk_0.wav,Four,Nepali
audio/281474976901670_f1976_chunk_1.wav,And even the towns got around major lakes and tanks,Kannada
audio/281474976897083_f585_chunk_0.wav,For people of age group 15-17 years is there any Paid vaccination centres available in district Chamba which provides Booster Dose?,Hindi
audio/281474976885797_f1682_chunk_13.wav,the government of Karnataka has launched another,Kannada
audio/281474976899540_f2422_chunk_0.wav,Check whether a refund of Rs. 100 from,Bengali
audio/281474976889203_f2817_chunk_0.wav,List all the AICTE approved institutes in the academic year,Urdu
audio/281474976886678_f439_chunk_0.wav,How many offers are there on items in Processed Food items this Diwali?,Telugu
audio/281474976893088_f2717_chunk_0.wav,Login to UMANG using phone number,Marathi
audio/281474976884044_f1919_chunk_32.wav,and I love that a lot,Hindi
audio/281474976884139_f199_chunk_0.wav,The Netravati River or Netravathi Nadi has its origins at Bangrabalige valley,Punjabi
audio/281474976892189_f2366_chunk_0.wav,Please choose the beneficiary's name in order to download the vaccination certificate for user with phone number 96593727194,Maithili
audio/281474976902185_f3265_chunk_1.wav,"In fact, I just travel to enjoy each and every moment of my vacation time and to forget the worries of the world.",Urdu
audio/281474976891406_f3282_chunk_1.wav,"If so, where did you go and what was the experience like?",Malayalam
audio/281474976888866_f2195_chunk_0.wav,"Actually, I don't have a typical way of organizing my knitting supplies and projects because",Nepali
audio/281474976897728_f3185_chunk_0.wav,How does the English language differ from the regional dialects within your state?,Odia
audio/281474976893871_f930_chunk_0.wav,Transfer Rs. 100 from my Bank Of India account 87261159699 to my Airtel Money Wallet,Bodo
audio/281474976888951_f3216_chunk_0.wav,"Clara, Clarina, Victor, Cheryl, Cain.",Konkani
audio/281474976899757_f1404_chunk_0.wav,I want EPFO passbook statement for account with UAN number 966385627386,Odia
audio/281474976894793_f1941_chunk_7.wav,which provides a completely different experience to travelers in the comfort zone of your home.,Nepali
audio/281474976893846_f3264_chunk_3.wav,They should also be active in the community. They should publish their art and speak about them publicly.,Bodo
audio/281474976899969_f2029_chunk_0.wav,"In my state, gradually, there is a growing awareness about the needs of students with disability. For instance,",Maithili
audio/281474976894945_f1678_chunk_7.wav,"if people let fear control their lives, they will live miserably",Malayalam
audio/281474976884053_f2710_chunk_0.wav,i need to hear sound on my speakers,Hindi
audio/281474976902236_f2990_chunk_0.wav,Whoo,Maithili
audio/281474976884032_f1732_chunk_0.wav,92 310 784 1098 3095,Hindi
audio/281474976897298_f1124_chunk_0.wav,Two,Bengali
audio/281474976896963_f1274_chunk_0.wav,Can you help in searching for ESIC Centres with centre type Sub-Regional Office in State Nagaland,Bengali
audio/281474976894910_f436_chunk_0.wav,Learn,Malayalam
audio/281474976900308_f34_chunk_0.wav,Disagree,Kashmiri
audio/281474976884085_f3239_chunk_7.wav,I guess the best way for different communities to coexist,Hindi
audio/281474976899784_f2027_chunk_1.wav,1500,Odia
audio/281474976895089_f1207_chunk_0.wav,Please change your order of Bombay Shaving Company Turmeric Shaving Foam because it is out of stock,Bengali
audio/281474976889226_f3230_chunk_4.wav,the culture of that language group.,Urdu
audio/281474976885790_f1798_chunk_3.wav,Tamil Nadu,Kannada
audio/281474976901610_f1983_chunk_9.wav,"And in the September we celebrate Durga Puja and then Chhath, Diwali.",Maithili
audio/281474976887658_f3219_chunk_0.wav,"My state Goa was liberated from the Portuguese rule in 1961,",Konkani
audio/281474976888156_f2040_chunk_3.wav,and,Maithili
audio/281474976895800_f2848_chunk_0.wav,Yes,Urdu
audio/281474976886878_f2113_chunk_1.wav,"there were not many people who knew to speak English, but recently English",Tamil
audio/281474976884325_f338_chunk_1.wav,"In Malabar villages, this used to be celebrated as the victory over a demon.",Tamil
audio/281474976885796_f2048_chunk_9.wav,"that she tells, dear Shama, first you love your own siblings",Kannada
audio/281474976902191_f1928_chunk_1.wav,but particularly I know MESCO,Urdu
audio/281474976884614_f545_chunk_0.wav,Which is the nearest vaccination center in district Ahmedabad?,Kannada
audio/281474976903906_f3261_chunk_10.wav,and I always used to focused and drive sincerely. Thank you.,Nepali
audio/281474976893853_f3252_chunk_10.wav,William Shakespeare is believed to be responsible for the addition of thousands of words new words.,Bodo
audio/281474976885790_f1798_chunk_0.wav,Karnataka,Kannada
audio/281474976899500_f1097_chunk_0.wav,Backward,Tamil
audio/281474976886856_f2851_chunk_0.wav,Can I know the nearest ESIC Centres to my current location in district Baramulla,Tamil
audio/281474976897718_f3330_chunk_0.wav,What role does composting play in your garden routine?,Odia
audio/281474976900339_f2186_chunk_1.wav,"the people who practice those different religions, they have a high level of tolerance and respect for each other's religion",Kashmiri
audio/281474976893679_f2552_chunk_1.wav,as my yearly income in personal details.,Bodo
audio/281474976901657_f212_chunk_0.wav,Next,Kannada
audio/281474976891521_f2969_chunk_0.wav,What's my Canara Bank account balance?,Telugu
audio/281474976898254_f2369_chunk_0.wav,Visual,Konkani
audio/281474976899916_f133_chunk_0.wav,provide me with the news about iphone,Maithili
audio/281474976897387_f2253_chunk_3.wav,Ganjam,Odia
audio/281474976893038_f3195_chunk_2.wav,coexist and participate in different social activities.,Punjabi
audio/281474976893046_f2126_chunk_3.wav,rice is one of the major crops,Marathi
audio/281474976896765_f1886_chunk_0.wav,"Lakshmi Vilas Palace, residence of Vadodara's royal family.",Sindhi
audio/281474976893664_f646_chunk_0.wav,At Moirang town on the fringe of the Loktak is the Indian National Army Museum which will be of interest to tourists.,Bodo
audio/281474976899798_f2095_chunk_5.wav,communication will never become difficult if you know English.,Odia
audio/281474976901626_f742_chunk_0.wav,What are the items in Processed Food items with the offer of minimum 40 % ?,Kannada
audio/281474976885801_f2235_chunk_27.wav,and some of the government schemes,Kannada
audio/281474976888911_f3102_chunk_20.wav,of anxieties.,Nepali
audio/281474976893848_f3250_chunk_15.wav,It is a the Majuli is a major tourist attraction and it lets the visitor have a glimpse of the culture and tradition of the Majuli Island.,Bodo
audio/281474976897528_f2162_chunk_4.wav,Due to that vocabulary English have become,Sindhi
audio/281474976896757_f1719_chunk_0.wav,"Konal,",Sindhi
audio/281474976894274_f2214_chunk_4.wav,Debates and discussions were held for improving the use of English among students.,Kashmiri
audio/281474976888909_f3258_chunk_18.wav,"This title is also very, very compatible.",Nepali
audio/281474976895330_f1883_chunk_1.wav,Hint,Kashmiri
audio/281474976893915_f2228_chunk_3.wav,It is organized every year on the first day of the year,Bodo
